id,overall,name,position,age,team,nation
16,6177,Luke McShane,TW,18,Peterborough United,England
17,6171,Marcel Seip,IVLAVRAV,20,SC Heerenveen,Niederlande
18,6172,David Proctor,RVRDM,20,Inverness CT,Schottland
19,6177,David Cowan,ZDMIV,22,Motherwell,England
20,6183,Sin J. W.,ZM,30,Daejeon Citizen,"Korea, Republik"
21,6173,Bojan Filipovic,ZOMZMLZM,28,SK Sturm Graz,Serbien
22,6176,Francisco Torres,ROMZMLOM,21,América,Mexiko
23,6180,Dennis Oli,ST,20,Swansea City,England
24,6171,Matt Harrold,ST,20,FC Brentford,England
25,6171,Greg Young,IV,21,Grimsby Town,England
26,6176,Darren Mansaram,ST,20,Grimsby Town,England
27,6177,Ha G. Y.,ZM,22,Gwangju Sangmu Phoenix,"Korea, Republik"
28,6185,Park J. J.,IV,24,Daegu FC,"Korea, Republik"
29,6185,Yoon J. I.,ZM,24,Daegu FC,"Korea, Republik"
30,6181,Lee Y. S.,LM,26,Chunnam Dragons,"Korea, Republik"
1,6177,Do H. S.,LMRZM,24,Busan Icons,"Korea, Republik"
2,6171,Phillip Senior,TW,21,Huddersfield Town,England
3,6190,Daniel Yeboah,TW,19,SC Bastia,Frankreich
4,6185,Omar Rodríguez,LVIV,29,Jaguares de Chiapas,Mexiko
5,6175,Luca Vigiani,LMZMRM,28,AS Livorno Calcio,Italien
6,6180,Juri Cannarsa,IVLIBRV,28,Reggina Calcio,Italien
7,6177,Kim J. H.,TW,22,Busan Icons,"Korea, Republik"
8,6177,Maxence Coveliers,RM,20,FC Strombeek,Belgien
9,6190,Mamoutou Coulibaly,IVRIVRV,20,AJ Auxerre,Mali
10,6171,Roel Brouwers,IVLV,22,Roda JC Kerkrade,Niederlande
11,6177,Richard Brush,TW,19,Coventry City,England
12,6181,Arturo Torres,ST,23,Los Angeles Galaxy,USA
13,6178,Danny Livesey,IV,19,FC Blackpool,England
14,6171,Matt Crawford,RVRFLZDM,24,Colorado Rapids,USA
15,6175,Mehdi Pashazadeh,ZOMZMLZM,30,SK Sturm Graz,Iran
16,6178,Samuel Allegro,RV,26,FC Metz,Frankreich
17,6175,Yacine Bezzaz,ST,23,AC Ajaccio,Algerien
18,6177,Sasa Radulovic,ZOMLZMMS,23,LR Ahlen,Australien
19,6174,Florian Dick,LIVIVLIB,19,Karlsruher SC,Deutschland
20,6171,Martin Stoll,IVRIVLIB,21,Karlsruher SC,Deutschland
21,6176,Petar Djenic,ZDMIVRZDM,27,LR Ahlen,Serbien
22,6193,Bartolomej Kuru,TW,17,Austria Magna,Österreich
23,6175,Torge Hollmann,ZDMZMRZM,22,SC Freiburg,Deutschland
24,6171,Kyle Singer,TW,24,New England Rev.,USA
25,6177,Pasquale Berardi,ZDMZM,21,AS Bari,Italien
26,6171,Joey DiGiamarino,LVLDMLM,27,Colorado Rapids,USA
27,6184,Yang H. J.,ZMZOM,27,Gwangju Sangmu Phoenix,"Korea, Republik"
28,6175,Park J. S.,IVRIVLIV,27,FC Seoul,"Korea, Republik"
29,6174,Kim T. Y.,LA,24,Busan Icons,"Korea, Republik"
30,6185,Hong D. P.,ZM,31,Seongnam Ilhwa Chunma,"Korea, Republik"
1,6173,Kim H. C.,LM,25,Chunnam Dragons,"Korea, Republik"
2,6184,Kim G. R.,ZMRM,30,Chon-buk H. Motors,"Korea, Republik"
3,6171,Jung S. H.,MSRA,25,Daejeon Citizen,"Korea, Republik"
4,6185,Seo D. G.,IVLIV,25,Gwangju Sangmu Phoenix,"Korea, Republik"
5,6177,Wayne Jacobs,LVLM,35,Bradford City,England
6,6176,Andy Gray,ZMST,26,Sheffield United,Schottland
7,6179,Kiko Torres,RZMRFL,28,Elche,Spanien
8,6177,Laurent Walthert,TW,21,Neuchatel Xamax FC,Schweiz
9,6173,Daniel Gunkel,ZMZDMRM,24,Energie Cottbus,Deutschland
10,6174,Darran Thomson,LDMLAVLV,20,Inverness CT,Schottland
11,6182,Aidan Collins,IV,17,Ipswich Town,England
12,6171,Mattias Nylund,LVIV,24,Sundsvall,Schweden
13,6177,Lewis Hunt,RVRAVRM,22,Southend United,England
14,6176,Yoon W. C.,RS,25,Puchon SK,"Korea, Republik"
15,6174,Carsten Marell,RMZDMRFL,34,Eintracht Trier,Deutschland
16,6185,Alberto Maria Santana,ZM,22,US Palermo,Argentinien
17,6176,Mohamed Camara,ZOM,24,Germinal Beerschot,Guinea
18,6171,Johan Laursen,LZDMZM,24,Trelleborgs,Schweden
19,6173,Tommy Naurin,TW,20,Örgryte Göteborg,Schweden
20,6175,Christian Schulz,LAVLVLFL,21,SV Werder Bremen,Deutschland
21,6185,Alexander Meier,ZOMRM,21,Eintracht Frankfurt,Deutschland
22,6171,Paulo Jorge,IVLV,24,Sporting Braga,Portugal
23,6171,Steve Blatherwick,IVZDM,31,FC Chesterfield,England
24,6174,Scott Taylor,ST,28,FC Blackpool,England
25,6172,Emmanuel Gas,LVRV,34,Clermont Foot Auvergne,Frankreich
26,6179,Mamadou Seck,IV,25,AC Ajaccio,Senegal
27,6171,Stéphane Hernandez,LVLIV,25,AS St.Etienne,Frankreich
28,6177,Marc Boutruche,RVRIV,28,FC Lorient,Frankreich
29,6180,Guilherme Mauricio,STZOMLM,29,Stade Laval,Frankreich
30,6180,Laurent Dufresne,ST,32,AS Nancy,Frankreich
1,6171,Edu Serrano,RV,31,Ciudad de Murcia,Spanien
2,6171,Tete,TW,30,Xerez,Spanien
3,6173,Rubén,IVLV,25,Terrassa FC,Spanien
4,6171,Velázquez,RVIV,25,FC Cadiz,Spanien
5,6175,Mario,ZMZOM,24,FC Cadiz,Spanien
6,6175,Gañán,LV,29,UD Salamanca,Spanien
7,6177,Davide Micillo,TW,33,Ascoli Calcio 1898,Italien
8,6180,Vasco Faisca,IV,24,A. Académica de Coimbra,Portugal
9,6171,D.Gallego,ZOMZM,32,Terrassa FC,Spanien
10,6171,Ramón,TW,33,Xerez,Spanien
11,6171,Damien Deom,ZM,23,AS St.Etienne,Frankreich
12,6171,Ortiz,RFLRV,22,Osasuna,Spanien
13,6183,Matabuena,ZDMRMZM,25,Racing Santander,Spanien
14,6178,Achille Emana,RMRZM,22,FC Toulouse,Kamerun
15,6176,Felipe Teixeira,ZM,24,Paris Saint-Germain,Portugal
16,6177,Romain Larrieu,TW,28,Plymouth Argyle,Frankreich
17,6178,Kordaba Sarr,ST,28,SM Caen,Senegal
18,6171,Iván Ania,RM,26,Club Deportivo Tenerife S.A.D.,Spanien
19,6171,Jonathan,IVRVZDM,23,Real Valladolid,Spanien
20,6173,Chema,LDMLZDM,28,Real Valladolid,Spanien
21,6171,Ivan Knez,IVRV,30,BSC Young Boys,Argentinien
22,6185,Mario Bolter,ZMZDM,20,SW Bregenz,Österreich
23,6172,Johan Audel,ST,20,Lille Osc,Frankreich
24,6173,Johann Paul,ZMZOMMS,23,Berrichonne de Châteauroux,Frankreich
25,6171,Dan Hagman,TW,20,Sundsvall,Schweden
26,6177,Jonan,ZOMRZOM,21,Athletic Bilbao,Spanien
27,6175,Bordas,LMZM,22,Athletic Bilbao,Spanien
28,6171,Alaña,IV,22,Deportiva Eibar,Spanien
29,6183,Tomasz Sokołowski II,RM,27,Legia Warschau,Polen
30,6185,Radosław Wróblewski,LMSTLFL,24,Legia Warschau,Polen
1,6171,Lars Jungnickel,STRA,23,Energie Cottbus,Deutschland
2,6181,Daniele Conti,LM,25,Cagliari Calcio,Italien
3,6185,Diego Luis López,IVRVRAV,30,Cagliari Calcio,Uruguay
4,6185,Giuseppe Ingrosso,IV,22,AS Bari,Italien
5,6177,Barry Roche,TW,22,Nottingham Forest,Republik Irland
6,6177,Jack Lester,MS,29,Sheffield United,England
7,6173,Marius Ebbers,ST,26,1. FC Köln,Deutschland
8,6180,Matteo Pivotto,IV,30,Modena,Italien
9,6171,David Van Hoyweghen,IV,28,KAA Gent,Belgien
10,6174,Stephen Glass,LMLAVLV,28,Hibernian,Schottland
11,6171,Ezomo Iriekpen,IVLV,22,Swansea City,England
12,6181,Ieroklis Stoltidis,LM,29,Olympiakos Piråus,Griechenland
13,6171,Stephan Straub,TW,33,Alemannia Aachen,Deutschland
14,6174,Jan Seifert,IVLVZDM,35,Dynamo Dresden,Deutschland
15,6174,Fabrizio Casazza,TW,34,Lazio Rom,Italien
16,6171,David Lucas,TW,26,Sheffield Wednesday,England
17,6171,David Nielsen,ST,27,Aalborg BK,Dänemark
18,6185,Alessandro Frara,ZMZDMIV,21,Ternana,Italien
19,6174,Veselin Popovic,STMS,29,SV Wacker Burghausen,Serbien
20,6171,Reiner Plaßhenrich,ZDMRMZM,27,Alemannia Aachen,Deutschland
21,6174,Jens Langeneke,IVZDMZM,27,LR Ahlen,Deutschland
22,6174,John van Buskirk,RSSTLS,32,Rot-Weiss Erfurt,USA
23,6173,Andreas Voss,ZMRMZOM,25,MSV Duisburg,Deutschland
24,6178,Claus Grzeskowiak,ZDMZMRM,30,Eintracht Trier,Deutschland
25,6178,Frank Paulus,RVRDMRM,26,Alemannia Aachen,Deutschland
26,6171,Brian Barry-Murphy,IVLVLM,26,FC Bury,Republik Irland
27,6176,Abdoul Thiam,IVRVLV,28,LR Ahlen,Deutschland
28,6172,Daniel Gomez,STMS,25,Alemannia Aachen,Frankreich
29,6178,Frederik Boi,LM,22,Cercle-Brügge,Belgien
30,6178,Bobsam Elejiko,RVIV,23,VC Westerlo,Nigeria
1,6173,Zigor Arnalde,LAVLV,31,FC Walsall,Spanien
2,6171,Richard Rose,IVRVLV,22,Gillingham FC,England
3,6171,Richard Carpenter,ZM,32,Brighton Hove Albion,England
4,6169,Peter Atherton,IVZDMRV,34,Bradford City,England
5,6178,Albert van der Haar,LVLAV,28,Willem II,Niederlande
6,6177,Michael Branch,MSRFLST,25,Chester,England
7,6177,Matthew Bloomfield,ZMZOM,20,Wycombe Wanderers,England
8,6174,Martin Butler,MS,30,Rotherham United,England
9,6171,Mário Silva,LVLAV,27,Recreativo de Huelva,Portugal
10,6177,Thomas Pinault,ZMZOM,22,Grimsby Town,Frankreich
11,6177,Richard Chaplow,ZMZOMMS,19,FC Burnley,England
12,6179,Eddie Howe,IV,26,AFC Bournemouth,England
13,6177,Darius Henderson,MSROM,23,Swindon Town,England
14,6171,Danny Cullip,IV,28,Brighton Hove Albion,England
15,6175,Danny Shittu,IV,24,Queens Park Rangers,Nigeria
16,6176,Paul Scott,LVLAV,19,FC Bury,England
17,6171,Chris McCready,RVIVLV,23,Crewe Alexandra,England
18,6179,Issoumaïla Dao,IVRIVLIV,20,FC Toulouse,Elfenbeinküste
19,6175,David Martot,ZOMRA,23,Le Havre,Frankreich
20,6177,Gareth Williams,ZMZOM,22,Leicester City,Schottland
21,6178,Chris Brunt,LFLLM,21,Sheffield Wednesday,Nordirland
22,6171,Hai Lam,RVRIVLV,21,Hamarkameratene,Norwegen
23,6176,Soriano,ZOMZDM,25,Real Saragossa,Spanien
24,6179,Roberto Mirri,IVLIVLIB,26,Mons,Italien
25,6178,Francesco Tavano,STRFL,25,Empoli,Italien
26,6175,Gijs Cales,LSLAMS,27,FC Den Bosch,Niederlande
27,6171,Bermudo,RVRAV,25,Club Deportivo Tenerife S.A.D.,Spanien
28,6177,Stuart Nethercott,IV,31,Wycombe Wanderers,England
29,6177,Nicky Southall,ZOM,32,Gillingham FC,England
30,6178,Keith Andrews,ZMZDM,24,Wolverhampton,Republik Irland
1,6177,Stefan Oakes,RMZM,26,Nottingham County,England
2,6173,Nelson Ferreira,LZMLV,22,FC Thun,Portugal
3,6177,Vedin Music,ZMLMZDM,31,Modena,Bosnien-Herzegowina
4,6177,Nicolas Seube,LVLM,25,SM Caen,Frankreich
5,6171,Yoann Poulard,LV,28,Le Mans,Frankreich
6,6177,Dean Windass,MSZOMZM,35,Bradford City,England
7,6177,Ola Tidman,TW,25,Sheffield Wednesday,Schweden
8,6171,Fabrice Pancrate,ST,24,Paris Saint-Germain,Frankreich
9,6180,Rogerio Moreira,STMS,32,US Creteil,Brasilien
10,6171,Dusan Pavlovic,LM,27,FC St. Gallen,Schweiz
11,6181,Christian Järdler,LAVLVIV,22,Helsingborg IF,Schweden
12,6177,Fernando Ariel Troyansky,LVLAVIV,29,Austria Magna,Argentinien
13,6174,Christian Mikolajczak,LMZMZDM,23,LR Ahlen,Deutschland
14,6171,Galván,RVLV,30,Recreativo de Huelva,Spanien
15,6175,Lawrence Aidoo,RARFLROM,22,1.FC Nürnberg,Ghana
16,6171,Georg Heu,TW,38,VfB Admira,Österreich
17,6181,Emanuele Troise,IV,25,Ternana,Italien
18,6171,Knut Henry Haraldsen,IV,24,VC Westerlo,Norwegen
19,6176,Serginho Greene,IVLV,22,RKC Waalwijk,Niederlande
20,6178,Antoine van der Linden,IVLAV,28,FC Groningen,Niederlande
21,6177,Jordy Zuidam,ZDMRZDMRZM,24,FC Utrecht,Niederlande
22,6175,Lars Jacobsen,RVIV,25,FC Kopenhagen,Dänemark
23,6171,Tommy Løvenkrands,LMLFLLA,30,Esbjerg FB,Dänemark
24,6175,Joel Cedergren,ZDM,30,Sundsvall,Schweden
25,6177,Leslie Pogliacomi,TW,28,Oldham Athletic,Australien
26,6174,Nuno,TW,30,FC Porto,São Tomé u. Príncipe
27,6171,Shefki Kuqi,MS,28,Ipswich Town,Finnland
28,6171,Gustaf Andersson,STMS,29,Helsingborg IF,Schweden
29,6175,Bertrand Bossu,TW,23,Gillingham FC,Frankreich
30,6184,Chris Killen,STRFLRS,23,Oldham Athletic,Neuseeland
1,6171,Michael Walsh,IVRVLV,27,FC Port Vale,England
2,6176,Iyseden Christie,STLFL,27,FC Kidderminster,England
3,6178,David Graham,ST,26,Wigan Athletic,Schottland
4,6178,Shaun Marshall,TW,26,Cambridge United,England
5,6177,Wade Elliott,RMRFLRAV,25,AFC Bournemouth,England
6,6171,Nick Fenton,IVRV,24,Doncaster Rovers,England
7,6171,Arnar Gretarsson,ZM,32,SC Lokeren,Island
8,6178,Patrick McGibbon,IV,31,Northern Ireland,Nordirland
9,6171,Mickey Mellon,LMZOMLFL,32,FC Kidderminster,Schottland
10,6171,Richard McKinney,TW,25,FC Walsall,Nordirland
11,6177,Bart Griemink,TW,25,Southend United,Niederlande
12,6177,David Beharall,IV,25,Oldham Athletic,England
13,6177,Andy Clarke,ST,37,Peterborough United,England
14,6177,Marc Zellweger,RVRAVIV,30,FC St. Gallen,Schweiz
15,6178,Simon Cziommer,ZDMZMRM,23,FC Twente,Deutschland
16,6171,Sjaak Polak,ZDMIV,28,ADO Den Haag,Niederlande
17,6179,Karim Touzani,IV,24,FC Twente,Niederlande
18,6177,Bruno Sutter,ZMZOMLM,27,FC St. Gallen,Schweiz
19,6173,Marco Ferreira,RFLRMZOM,26,Vitória Guimarπes,Portugal
20,6171,Hasney Aljofree,IVLV,26,Plymouth Argyle,England
21,6177,Darren Ward,TW,30,Norwich City,Wales
22,6171,Jonathan Jager,ST,26,Le Havre,Frankreich
23,6176,Silas,ZOMZMRFL,28,CS Marítimo,Portugal
24,6175,Paul Stalteri,LAVRAVRM,26,SV Werder Bremen,Kanada
25,6177,Dean Bennett,RMZM,26,AFC Wrexham,England
26,6177,Duane Darby,ST,30,Shrewsbury,England
27,6177,Matthew Gilks,TW,24,FC Rochdale,England
28,6177,Markus Kreuz,LMZOMLFL,27,Rot-Weiss Erfurt,Deutschland
29,6171,Javier Torres Gómez,RVZDMRM,34,Real Valladolid,Spanien
30,6175,Frank Juric,TW,30,Hannover 96,Australien
1,6171,Michael Hatz,IVLIB,33,VfB Admira,Österreich
2,6185,Peter Zois,TW,26,Willem II,Australien
3,6172,Karmona,IVZDM,36,Deportiva Eibar,Spanien
4,6176,Pedro Kamata,ZOMMSST,23,Berrichonne de Châteauroux,Frankreich
5,6171,Thomas Røll,ZOMRMLM,27,FC Kopenhagen,Dänemark
6,6173,Michael Buskermolen,LVLAV,32,AZ Alkmaar,Niederlande
7,6176,Tom Caluwé,ZMZOM,26,Willem II,Belgien
8,6176,Michael Hart,RAVRVIV,24,Aberdeen,Schottland
9,6171,Conny Johansson,TW,33,Halmstads BK,Schweden
10,6177,Håkan Svensson,TW,34,AIK Solna,Schweden
11,6171,Antti Pohja,STMSZOM,27,Finnland,Finnland
12,6171,Jurica Vucko,ZOM,28,Polideportivo Ejido,Kroatien
13,6185,Maâmar Mamouni,ZDMIV,28,KAA Gent,Algerien
14,6172,Geoffrey Claeys,ZMZDM,30,Excelsior Mouscron,Belgien
15,6171,Gharib Amzine,ZDMLZDMRZDM,31,ES Troyes AC,Frankreich
16,6178,Matteo Guardalben,TW,30,US Palermo,Italien
17,6174,Matthias Scherz,STRARFL,32,1. FC Köln,Deutschland
18,6175,Kai Michalke,LMLFLMS,28,Alemannia Aachen,Deutschland
19,6171,Luis Loureiro,ZM,27,Sporting Braga,Portugal
20,6171,Leo Bertos,LM,22,FC Rochdale,Neuseeland
21,6171,Neil Moss,TW,29,AFC Bournemouth,England
22,6177,Rob Clare,IVRV,21,FC Blackpool,England
23,6171,Mamadou Zongo,STMSZOM,24,De Graafschap,Burkina Faso
24,6171,Bas Roorda,TW,31,FC Groningen,Niederlande
25,6180,Hervé Alicarte,IVLVLIV,30,Servette FC,Frankreich
26,6175,Geoffray Toyes,IVRMRV,31,Raa Louviéroise,Frankreich
27,6171,Luigi Sartor,IVRV,29,AS Rom,Italien
28,6177,Valerio Bertotto,RVRAV,31,Udinese,Italien
29,6171,Steve Robinson,ZMZOMST,29,Luton Town,Nordirland
30,6177,Alan Neilson,IVRVZDM,32,Luton Town,Wales
1,6177,Scott Gemmill,RMZM,33,Leicester City,Schottland
2,6076,Riccardo Pagliuchi,RIV,22,FC Treviso,Italien
3,6078,Christopher Hall,ST,17,Oldham Athletic,England
4,6076,Stephen O'Leary,ZMZDMZOM,19,Luton Town,Republik Irland
5,6078,Stuart Jones,TW,26,Doncaster Rovers,England
6,6078,Mark Hudson,ZMZOM,23,FC Chesterfield,England
7,6078,Steven Gillespie,ST,19,Bristol City,England
8,6078,Frédéric Brando,ZMRZMRM,30,Clermont Foot Auvergne,Frankreich
9,6076,Chris Brown,ST,19,Sunderland,England
10,6078,Ben Clark,IVRV,21,Sunderland,England
11,6078,Jamie Young,TW,19,FC Reading,England
12,6080,Louie Soares,RVRAV,19,FC Reading,England
13,6076,Danny Knowles,TW,18,Gillingham FC,England
14,6078,Santos,ST,24,UE Lleida,Spanien
15,6070,Wim Raymaekers,LDMLV,19,KRC Genk,Belgien
16,6078,Gianfranco Labarthe Tome,STMS,20,Derby County,Peru
17,6078,Matthew Platt,ST,20,Crewe Alexandra,England
18,6078,Arran Lee-Barrett,TW,24,Cardiff,England
19,6078,Darran Kempson,IV,19,Preston North End,England
20,6070,Cléber,ZM,24,CD Nacional Funchal,Brasilien
21,6070,Branko Ilic,LV,21,Slowenien,Slowenien
22,6070,Adam Griffiths,RIV,25,KV Oostende,Australien
23,6070,Abdoulaye Diabis Diawara,LIV,23,SK Beveren,Elfenbeinküste
24,6078,Ross Turnbull,TW,19,Bradford City,England
25,6080,Josh Simpson,ZMRM,21,Millwall,Kanada
26,6078,Paul Kitson,ST,33,Rushden + Diamonds,England
27,6076,Martin Lund,STMSRV,18,Rosenborg Trondheim,Norwegen
28,6077,Henrico Drost,IV,17,SC Heerenveen,Niederlande
29,6070,Sven Delanoy,RZM,21,Willem II,Belgien
30,6070,Frank van der Struijk,ZDM,19,Willem II,Niederlande
1,6075,Moussa Dembele,MS,17,Germinal Beerschot,Belgien
2,6080,Jurgen Raeymaekers,ST,19,Lierse SK,Belgien
3,6070,Stijn De Smet,ST,19,Cercle-Brügge,Belgien
4,6073,Milenko Milosevic,ZDM,27,Cercle-Brügge,Bosnien-Herzegowina
5,6080,Vincent Provoost,ZM,20,FC Brügge,Belgien
6,6076,Adewale Dauda Wahab,RZOMROM,20,Ternana,Nigeria
7,6080,Mathieu Moreau,TW,21,Ternana,Frankreich
8,6080,Giovanni Foderaro,STMS,20,Hellas Verona,Italien
9,6070,Alessio Ferrazza,RZMRZDMRM,18,Lazio Rom,Italien
10,6070,Marco Angeletti,LAVLFLLZOM,18,Lazio Rom,Italien
11,6074,Stepjan Skocjbusic,IV,25,Excelsior Mouscron,Kroatien
12,6080,Luke Graham,IV,18,Northampton Town,England
13,6083,Nana Kuffour,ZOM,19,D.C. United,Ghana
14,6070,Claudio De Sousa,STRSLS,19,Lazio Rom,Brasilien
15,6078,Espen Røisland,MSRMZM,18,Lyn,Norwegen
16,6078,Ernest Akouassaga,IVRIV,19,SCO Angers,Gabun
17,6071,Jean-Martial Kipré,RIVRAV,19,SCO Angers,Frankreich
18,6075,Alexandre Jefferson,STMS,28,Neuchatel Xamax FC,Brasilien
19,6078,Simon Brown,RMRS,21,FC Kidderminster,England
20,6089,Bruno Aguiar,ZMLFL,22,Benfica Lissabon,Portugal
21,6078,San Lee,ST,19,FC Brentford,"Korea, Republik"
22,6079,Juanele,STZOM,33,Terrassa FC,Spanien
23,6075,Braulio Leal,ZM,22,Vitória Guimarπes,Chile
24,6074,Dean Shiels,MSST,19,Hibernian,Nordirland
25,6078,Sam Morrow,ST,19,Hibernian,Nordirland
26,6078,Jonathan Pitroipa,ZOMZMRM,18,SC Freiburg,Burkina Faso
27,6090,Matias Agustin Silvestre,ZMRM,20,Boca Juniors,Argentinien
28,6075,Nuno Miguel da Cunha,ZMLM,26,Servette FC,Portugal
29,6074,Scott Barron,LVLAVLM,19,Ipswich Town,England
30,6090,Antonio Giosa,IVLIV,21,Modena,Italien
1,6085,Dennis Schulp,STMSRS,26,FC Den Bosch,Niederlande
2,6074,Emiliano Corsi,RMRDM,20,Lazio Rom,Italien
3,6070,Fabrizio Melara,RFLRMRZM,18,Lazio Rom,Italien
4,6071,Roberto Delgado,RAMSLA,18,Lazio Rom,Spanien
5,6078,Xiang Sun,LV,22,VR China,China VR
6,6080,Julien Gorius,ZMRZMLZM,19,FC Metz,Frankreich
7,6087,Daniele Mannini,LFLRFLRA,20,Brescia,Italien
8,6070,Frank Chaussidière,ZMRZM,26,FC Istres,Frankreich
9,6070,Brahim Thiam,RIVIV,30,FC Istres,Mali
10,6075,José Pedro,ZOM,26,CF Belenenses,Portugal
11,6074,Pablo Brenes,LVLM,22,Metrostars,Costa Rica
12,6070,Mário Loja,IVLV,26,SC Beira-Mar,Portugal
13,6075,Malik Hebbar,ZOMZMMS,31,Stade de Reims,Frankreich
14,6070,Lee Harper,TW,32,Northampton Town,England
15,6070,Benoît Assou-Ekotto,LVLAVIV,20,RC Lens,Frankreich
16,6080,De Almeida Leandro,ZMZOMLM,22,Ungarn,Ungarn
17,6071,Stephen Elliott,STRS,20,Sunderland,Republik Irland
18,6080,Isaac Terrazas,RVRM,31,Veracruz,Mexiko
19,6070,Del Pino,ST,24,Xerez,Spanien
20,6070,Kang Y.,RZOM,25,Pohang Steelers,"Korea, Republik"
21,6083,Ailton Almeida,MSST,20,Örgryte Göteborg,Brasilien
22,6070,Rodrigão,ST,26,CS Marítimo,Brasilien
23,6070,Jorge Orozco,MS,25,Necaxa,Mexiko
24,6070,José Antonio Noriega,RMZMIV,34,Morelia,Mexiko
25,6073,Daniel Hall,IVLIV,20,Oldham Athletic,England
26,6076,John Miles,ST,23,Macclesfield Town,England
27,6080,Juan De la Cruz,RFLRARM,21,Atlas,Mexiko
28,6075,Amour Patrick Tignyemb,TW,19,Kamerun,Kamerun
29,6074,Guylain Nsungu N'Dumbu,STRS,21,Sheffield Wednesday,Kongo
30,6076,Karim Hagui,IVRVRIV,20,RC Strasburg,Tunesien
1,6070,Ignacio Hierro,LIVLV,26,Puebla,Mexiko
2,6072,Paulo Serafín,LVLAVLM,29,Monterrey,Mexiko
3,6075,Vojtech Schulmeister,STMS,21,Sigma Olomouc,Tschechische Repub.
4,6083,Charlie Adam,LZMLM,18,Rangers,Schottland
5,6080,Hamed Namouchi,ZOMRZOMROM,20,Rangers,Frankreich
6,6070,Alberto Suárez,STMS,22,Deportiva Eibar,Spanien
7,6070,Llorente,STZOM,24,Deportiva Eibar,Spanien
8,6070,Lee S. T.,LV,27,Suwon Bluewings,"Korea, Republik"
9,6070,Yoon Y. S.,LV,22,Incheon United,"Korea, Republik"
10,6070,Christian Lundberg,ST,34,Aalborg BK,Dänemark
11,6070,Sin H. Y.,TW,21,Pohang Steelers,"Korea, Republik"
12,6070,Moon M. G.,LZM,22,Pohang Steelers,"Korea, Republik"
13,6070,Lee S. H.,ZDM,25,Puchon SK,"Korea, Republik"
14,6069,Yoon W. I.,ZOM,21,Daegu FC,"Korea, Republik"
15,6084,Ireneusz Kowalski,ZMZOMZDM,25,Legia Warschau,Polen
16,6070,Giuseppe Pagana,ST,27,AS Bari,Italien
17,6072,Grégory Tanagro,RVRAV,20,Rennes,Frankreich
18,6070,Sekou-Oumarou Coulibaly,IVRVLIB,21,FC Lorient,Frankreich
19,6078,Rodrigo,IVZDMZM,24,AC Ajaccio,Brasilien
20,6080,Go K. G.,RA,24,Puchon SK,"Korea, Republik"
21,6085,Cristian Nasuti,RVIVLV,22,Club Atletico River Plate,Argentinien
22,6080,Chris Cohen,LVLAVLM,17,West Ham United,England
23,6080,Jean,LSLAMS,24,Sao Paulo,Brasilien
24,6081,Rafael Coutinho,ZDM,20,Vasco Da Gama,Brasilien
25,6075,Gavin Ward,TW,34,Preston North End,England
26,6076,Liam Chilvers,IVLV,22,Colchester Untied,England
27,6079,Craig Fagan,STRFL,21,Colchester Untied,England
28,6078,Jonathan Douglas,ZMRV,22,Blackburn Rovers,Republik Irland
29,6070,Espen Isaksen,TW,25,Stabaek IF,Norwegen
30,6080,Liam Flynn,ZM,19,Bradford City,England
1,6087,Ben Harding,ZM,20,Milton Keynes Dons,England
2,6076,Leandro Scartiscini,ST,19,FC Darlington,Argentinien
3,6070,Georges Santos,IV,34,Queens Park Rangers,Frankreich
4,6080,Nicky Summerbee,ZM,33,Bradford City,England
5,6074,Raphael Roncen,ST,24,Estoril Praia,Frankreich
6,6070,Henrik Ipsen,TW,31,Silkeborg,Dänemark
7,6076,Romain Sartre,RV,21,Stade Laval,Frankreich
8,6080,Frédéric Mendy,MSSTLA,22,AS St.Etienne,Senegal
9,6072,Mickaël Le Mener,TW,20,SCO Angers,Frankreich
10,6087,Christian Pander,LVLAV,21,FC Schalke 04,Deutschland
11,6072,Magnus Sellander,ZM,35,Örgryte Göteborg,Schweden
12,6081,Alfonso De Lucia,TW,20,AC Parma,Italien
13,6070,Francesco Carbone,RVIVRAV,24,Turin,Italien
14,6079,Antonio Buscè,ZOMZM,28,Empoli,Italien
15,6074,Raul Alberto Gonzalez,ST,28,Brescia,Argentinien
16,6080,Armando Perna,IV,23,Modena,Italien
17,6070,Stefan Jansen,ST,32,SW Bregenz,Niederlande
18,6072,Dick Kooijman,ZDMRM,31,De Graafschap,Niederlande
19,6074,Ednilson,ZMRM,22,Gil Vicente,Portugal
20,6070,Øystein Hesjedal,RVRAVRDM,24,Sogndal,Norwegen
21,6074,Brian Vandenbussche,TWLIBST,23,SC Heerenveen,Belgien
22,6078,Adam Cichoń,LMSTLFL,28,Polonia Warszawa,Deutschland
23,6074,Piotr Stokowiec,ZDMIVLV,32,Polonia Warszawa,Polen
24,6075,Martin Hysky,RVIVRIV,29,Energie Cottbus,Tschechische Repub.
25,6079,Gavilán,LMLZOM,19,Club Deportivo Tenerife S.A.D.,Spanien
26,6070,Iñigo Vélez,ST,22,Deportiva Eibar,Spanien
27,6070,Caballero,TW,26,Deportiva Eibar,Spanien
28,6070,Bezares,ZOM,23,FC Cadiz,Spanien
29,6075,Joeano,STMS,30,A. Académica de Coimbra,Brasilien
30,6070,Maikel,STMS,28,Terrassa FC,Spanien
1,6072,Serrano,ZM,31,Tarragona,Spanien
